weekEndingDate,allNum,allMedian,allAvg,1Num,1Median,1Avg,2Num,2Median,2Avg,3Num,3Median,3Avg,4Num,4Median,4Avg,5Num,5Median,5Avg,6Num,6Median,6Avg,7Num,7Median,7Avg,8Num,8Median,8Avg,9Num,9Median,9Avg,10Num,10Median,10Avg,11Num,11Median,11Avg
2009-07-04,136,852000,1178156,1,829000,829000,23,461125,659803,53,688125,695124,25,1247000,1341649,25,1448000,1772229,5,2900500,3723525,3,2485500,2783417
2009-07-11,140,863500,1201893,1,829000,829000,23,449714,606976,53,678357,694223,26,1254000,1348482,26,1437357,1765628,6,2923714,4008271,3,2405143,2744429
2009-07-18,153,873132,1159037,1,829000,829000,24,448583,506032,62,689167,738342,26,1244000,1328618,28,1448000,1775703,7,2913000,3339643,3,2298000,2698000
2009-07-25,157,882554,1162592,1,829000,829000,25,448071,505633,60,700429,743053,30,1265929,1335087,28,1448000,1771228,7,2888000,3155786,3,2298000,2698000
2009-08-01,158,878700,1167762,1,715429,715429,25,448000,501939,60,714643,751063,31,1248286,1309924,27,1514286,1777750,8,2888714,3128055,3,2298000,2698000
2009-08-08,152,867814,1163572,2,564000,564000,25,447421,499650,57,737786,763697,29,1240571,1278944,24,1604286,1807123,7,2837714,3092643,4,2441429,2712571
2009-08-15,146,868771,1195641,1,715429,715429,24,446336,496698,56,726786,758393,26,1108857,1280922,22,1830000,1856588,8,2837714,3079808,5,2669000,2717586
2009-08-22,161,863271,1175196,1,829000,829000,29,448429,499459,62,718571,774836,28,1095857,1265739,24,1805714,1889656,8,2831429,3038665,5,2689000,2716600,1,1880000,1880000
2009-08-29,165,855786,1170301,1,829000,829000,32,448286,503771,64,720071,796705,26,1024997,1232044,24,2087143,1931845,8,2825143,3032202,5,2669000,2739369,1,1880000,1880000
2009-09-05,172,828907,1176142,1,820429,820429,34,446457,506565,66,726714,791643,28,990854,1230519,24,2124571,1984998,10,2792286,3002063,5,2585214,2689762,1,1880000,1880000
2009-09-12,160,849357,1153346,1,809000,809000,30,442286,484241,63,730857,788025,27,997419,1233718,22,1983429,1866076,9,2790571,2908664,4,2744500,2896250,1,1880000,1880000
2009-09-19,155,844786,1135118,1,809000,809000,29,443000,472774,63,743429,784360,25,1006707,1242729,21,1680000,1831864,8,2794857,3179684,4,2641500,2866607
2009-09-26,154,850714,1142335,,,,27,438714,461897,62,734714,764082,26,1104857,1212818,20,1800000,1861330,10,2788000,2907981,4,2589500,2818750
2009-10-03,151,853071,1179456,,,,25,441571,439346,60,724214,744575,24,1133143,1221808,20,2128000,1979331,12,2788857,2846085,4,2603857,2846729
2009-10-10,153,836429,1191908,,,,24,442143,427754,62,700143,745158,26,1118286,1215412,21,2168143,1997172,12,2770857,2893279,4,2618214,2874707
2009-10-17,136,869631,1248900,,,,18,423667,417685,54,658316,738572,24,1165667,1236000,19,2050167,1975444,14,2743000,2819482,4,2623083,2876708
2009-10-24,139,861378,1243883,,,,22,423214,418820,50,685421,740118,25,1022286,1172712,20,1770000,1920675,15,2772571,2898424,3,2690000,2992500
2009-10-31,141,844707,1203984,,,,23,407250,413754,50,666733,740121,26,966250,1101498,18,1602667,1877583,15,2701000,2971019,4,2589750,2694125
